,adj_close,high,low,volume,Real Lower Band,Real Middle Band,Real Upper Band,EMA,SlowD,SlowK,RSI,Chaikin A/D,OBV,Aroon Down,Aroon Up
2016-06-10,95.4827,99.3457,98.48,31712936.0,91.9356,97.281,102.6264,98.1325,43.291,40.9863,52.6692,2394426924.6323,2059060750.0,0.0,71.4286
2016-06-13,94.0431,99.12,97.1,38020494.0,93.2669,97.622,101.9771,98.0571,38.8222,29.1157,46.4604,2365441003.464,2021040256.0,0.0,64.2857
2016-06-14,94.1591,98.475,96.75,31931944.0,93.7956,97.801,101.8064,98.0002,30.0019,19.9037,47.0023,2359795065.5393,2052972200.0,42.8571,57.1429
2016-06-15,93.8499,98.41,97.03,29445227.0,94.4792,97.9835,101.4878,97.9183,21.0348,14.085,45.6747,2335044005.1625,2023526973.0,35.7143,50.0
2016-06-16,94.246,97.75,96.07,31326815.0,94.989,98.133,101.277,97.8832,20.122,26.3773,47.7124,2358912054.6863,2054853788.0,100.0,42.8571
2016-06-17,92.1012,96.65,95.3,61008219.0,95.3,98.1895,101.079,97.64,19.9323,19.3345,39.1495,2300615312.0863,1993845569.0,100.0,35.7143
2016-06-20,91.879,96.57,95.03,34411901.0,95.2689,98.1835,101.0981,97.3981,20.5704,15.9995,38.381,2269331765.7227,1959433668.0,100.0,28.5714
2016-06-21,92.6616,96.35,94.676,35546358.0,95.1724,98.1575,101.1426,97.2564,15.763,11.955,42.6508,2286191866.2317,1994980026.0,100.0,21.4286
2016-06-22,92.3138,96.89,95.35,29219122.0,94.8459,98.04,101.2341,97.0939,16.375,21.1705,41.2817,2264562126.5693,1965760904.0,92.8571,14.2857
2016-06-23,92.8451,96.29,95.25,32240187.0,94.6497,97.864,101.0783,96.9992,25.0194,41.9326,44.2274,2285022245.2424,1998001091.0,85.7143,7.1429
2016-06-24,90.2366,94.655,92.65,75311356.0,93.9738,97.5135,101.0532,96.6565,33.3053,36.8129,34.9563,2266053549.5915,1922689735.0,100.0,0.0
2016-06-27,88.9226,93.05,91.5,46622188.0,93.0704,97.098,101.1256,96.2168,36.4735,30.6751,31.3873,2251916499.0367,1876067547.0,100.0,14.2857
2016-06-28,90.4201,93.66,92.14,40444914.0,92.6901,96.7845,100.8789,95.9666,29.883,22.1609,39.028,2288636223.5893,1916512461.0,92.8571,7.1429
2016-06-29,91.2027,94.55,93.63,36531006.0,92.4373,96.5815,100.7257,95.8174,29.7605,36.4456,42.6238,2313254945.0241,1953043467.0,85.7143,0.0
2016-06-30,92.3621,95.77,94.3,35836356.0,92.3447,96.4755,100.6063,95.7967,41.2396,65.1123,47.5581,2340802620.0445,1988879823.0,78.5714,0.0
2016-07-01,92.6422,96.465,95.33,26026540.0,92.2907,96.374,100.4573,95.8056,61.0727,81.6602,48.7062,2340458656.9608,2014906363.0,71.4286,0.0
2016-07-05,91.7727,95.4,94.46,27705210.0,92.2038,96.192,100.1802,95.7279,76.739,83.4445,45.3855,2343995492.28,1987201153.0,64.2857,0.0
2016-07-06,92.2944,95.66,94.37,30949090.0,92.2407,96.017,99.7933,95.7091,79.6276,73.7781,47.6899,2368706781.1947,2018150243.0,57.1429,0.0
2016-07-07,92.6906,96.5,95.62,25139558.0,92.3368,95.867,99.3972,95.7311,75.4587,69.1536,49.4345,2361850538.1038,2043289801.0,50.0,0.0
2016-07-08,93.4055,96.89,96.05,28912103.0,92.613,95.7185,98.824,95.8214,73.5585,77.7438,52.5128,2376306589.6038,2072201904.0,42.8571,100.0
2016-07-11,93.6953,97.65,96.73,23794945.0,92.799,95.626,98.453,95.9318,76.2753,81.9284,53.7423,2365443679.9299,2095996849.0,35.7143,100.0
2016-07-12,94.1204,97.7,97.12,24167463.0,92.7931,95.63,98.4669,96.0735,82.4276,87.6105,55.5596,2366277040.723,2120164312.0,28.5714,100.0
2016-07-13,93.5891,97.67,96.84,25892171.0,92.8288,95.6005,98.3722,96.1494,82.2086,77.087,52.7688,2342256592.9278,2094272141.0,21.4286,92.8571
2016-07-14,95.444,98.99,97.32,38918997.0,92.6473,95.683,98.7187,96.4009,82.1086,81.6283,60.2711,2371853674.4787,2133191138.0,14.2857,100.0
2016-07-15,95.4344,99.3,98.5,30136990.0,92.5162,95.7445,98.9728,96.6274,78.8007,77.6867,60.2175,2362812577.4787,2103054148.0,7.1429,100.0
2016-07-18,96.4488,100.13,98.6,36493867.0,92.2921,95.9695,99.6469,96.9324,82.4211,87.9484,63.8556,2384995124.0865,2139548015.0,0.0,100.0
2016-07-19,96.4874,100.0,99.34,23779924.0,92.1847,96.208,100.2313,97.2122,84.4056,87.5818,63.9907,2399407199.2381,2163327939.0,0.0,92.8571
2016-07-20,96.5744,100.46,99.735,26275968.0,92.0722,96.4105,100.7488,97.4739,88.1829,89.0184,64.3139,2389440452.7553,2189603907.0,0.0,100.0
2016-07-21,96.0623,101.0,99.13,32702028.0,92.0939,96.6045,101.1151,97.6602,82.5749,71.1246,60.8501,2367231054.0601,2156901879.0,0.0,100.0
2016-07-22,95.3184,99.3,98.31,28313669.0,92.1418,96.7325,101.3232,97.7554,68.3018,44.7625,56.1212,2358937151.0197,2128588210.0,14.2857,92.8571
2016-07-25,94.0431,98.84,96.92,40382921.0,92.5969,96.9295,101.2621,97.7159,45.3518,20.1684,49.0796,2336221757.9572,2088205289.0,7.1429,85.7143
2016-07-26,93.3958,97.97,96.42,56239822.0,93.4476,97.161,100.8744,97.6163,24.8396,9.5879,45.9295,2298123814.0217,2031965467.0,0.0,78.5714
2016-07-27,99.4631,104.35,102.75,92344820.0,93.498,97.629,101.76,98.1242,20.8186,32.6994,67.1877,2228865199.0217,2124310287.0,0.0,100.0
2016-07-28,100.806,104.45,102.82,39869839.0,93.3302,98.126,102.9218,98.7162,34.8107,62.1447,69.9992,2263353832.7579,2164180126.0,0.0,100.0
2016-07-29,100.6804,104.55,103.68,27733688.0,93.2287,98.5565,103.8843,99.2394,62.3696,92.2645,69.4003,2269410615.1947,2136446438.0,78.5714,100.0
2016-08-01,102.4581,106.15,104.41,38167871.0,92.9685,99.0645,105.1605,99.8881,84.072,97.8068,72.9307,2303191374.5855,2174614309.0,71.4286,100.0
2016-08-02,100.9413,106.07,104.0,33816556.0,93.3096,99.539,105.7684,100.3254,90.6541,81.8909,65.94,2285057859.0493,2140797753.0,64.2857,92.8571
2016-08-03,102.2069,105.84,104.77,30202641.0,93.544,100.052,106.56,100.8458,86.4596,79.6813,68.641,2312437823.3203,2171000394.0,57.1429,85.7143
2016-08-04,102.8349,106.0,105.28,27408650.0,93.8585,100.5485,107.2385,101.3243,79.2724,76.2452,68.8037,2329948905.2647,2198409044.0,50.0,78.5714
2016-08-05,104.3988,107.65,106.18,40553402.0,94.0029,101.0885,108.1741,101.9106,82.3305,91.0652,71.9571,2361122608.843,2238962446.0,42.8571,100.0
2016-08-08,105.2632,108.37,107.16,28037220.0,94.1656,101.658,109.1504,102.5258,87.3264,94.6688,73.5488,2389159828.843,2266999666.0,35.7143,100.0
2016-08-09,105.6906,108.94,108.01,26315204.0,94.3868,102.2275,110.0682,103.1243,94.3808,97.4083,74.3247,2408118094.0903,2293314870.0,28.5714,100.0
2016-08-10,104.9039,108.9,107.76,24008505.0,94.9634,102.784,110.6046,103.5886,94.159,90.3998,70.24,2394218433.3008,2269306365.0,21.4286,92.8571
2016-08-11,104.8359,108.93,107.85,27484506.0,95.3396,103.241,111.1424,104.0021,88.67,78.2017,69.8826,2370805705.9675,2241821859.0,14.2857,85.7143
2016-08-12,105.0787,108.44,107.78,18660434.0,95.8086,103.711,111.6134,104.4,77.8701,65.0087,70.4607,2374763979.8463,2260482293.0,7.1429,78.5714
2016-08-15,106.3414,109.54,108.08,25868209.0,96.1213,104.1935,112.2657,104.8838,71.8855,72.4461,73.3279,2398506034.6819,2286350502.0,0.0,100.0
2016-08-16,106.2443,110.23,109.21,33794448.0,96.5513,104.669,112.7867,105.312,70.2093,73.1732,72.743,2375976402.6819,2252556054.0,0.0,100.0
2016-08-17,106.0889,109.37,108.34,25355976.0,97.0854,105.132,113.1786,105.6842,73.0944,73.6639,71.7567,2393947142.9537,2227200078.0,0.0,92.8571
2016-08-18,105.9529,109.6,109.02,21984703.0,97.8408,105.6145,113.3882,106.0076,68.6595,59.1413,70.8515,2376510999.1951,2205215375.0,0.0,85.7143
2016-08-19,106.2249,109.69,108.36,25368072.0,98.9094,106.1495,113.3896,106.3269,63.3097,57.1239,71.6226,2389290403.8868,2230583447.0,7.1429,78.5714
2016-08-22,105.3992,109.1,107.85,25820230.0,100.6447,106.708,112.7713,106.5348,54.347,46.7757,65.9219,2390736336.7668,2204763217.0,0.0,71.4286
2016-08-23,105.7295,109.32,108.53,21257669.0,103.3113,107.317,111.3227,106.7553,50.3681,47.2046,67.0516,2386700070.501,2226020886.0,0.0,64.2857
2016-08-24,104.933,108.75,107.68,23675081.0,104.0961,107.571,111.0459,106.8767,42.3814,33.164,61.7361,2378513360.2487,2202345805.0,0.0,57.1429
2016-08-25,104.4862,107.88,106.68,25086248.0,104.5888,107.7325,110.8762,106.9427,38.0483,33.7763,58.9146,2390638380.1153,2177259557.0,0.0,50.0
2016-08-26,103.8742,107.95,106.31,27766291.0,105.1391,107.869,110.5989,106.9425,29.8591,22.6371,55.1941,2384204727.3227,2149493266.0,100.0,42.8571
2016-08-29,103.7577,107.44,106.29,24970300.0,105.2608,107.9075,110.5542,106.9308,26.3589,22.6634,54.4882,2382250529.9314,2124522966.0,100.0,35.7143
2016-08-30,102.9612,106.5,105.5,24863945.0,105.6683,107.9835,110.2987,106.8421,21.0787,17.9355,49.8015,2382250529.9314,2099659021.0,100.0,28.5714
2016-08-31,103.0583,106.5699,105.64,29662406.0,105.7393,107.999,110.2587,106.7715,19.907,19.1221,50.3622,2381934734.8788,2129321427.0,92.8571,21.4286
2016-09-01,103.6703,106.8,105.62,26701523.0,105.9173,108.042,110.1667,106.7675,22.3613,30.0262,53.859,2405468280.5737,2156022950.0,85.7143,14.2857
2016-09-02,104.6416,108.0,106.82,26802450.0,105.9402,108.0545,110.1688,106.8592,34.5932,54.6313,58.8182,2420005202.6076,2182825400.0,78.5714,7.1429
2016-09-06,104.6125,108.3,107.51,26880391.0,105.9066,108.021,110.1354,106.9393,52.4387,72.6585,58.6147,2406054619.9367,2155945009.0,71.4286,0.0
2016-09-07,105.2535,108.76,107.07,42364328.0,105.9087,107.9985,110.0883,107.0746,70.7669,85.0109,61.7506,2428364828.1734,2198309337.0,64.2857,14.2857
2016-09-08,102.495,107.27,105.24,53002026.0,105.522,107.8745,110.227,106.9265,71.8661,57.929,45.7028,2389984050.7251,2145307311.0,100.0,7.1429
2016-09-09,100.1735,105.72,103.13,46556984.0,104.5031,107.6345,110.7659,106.5649,58.2262,31.7386,36.9906,2343427066.7251,2098750327.0,100.0,0.0
2016-09-12,102.4172,105.72,102.53,45292770.0,104.2365,107.4975,110.7585,106.4578,35.963,18.2213,47.4229,2380768754.8442,2144043097.0,100.0,7.1429
2016-09-13,104.8553,108.79,107.24,62176190.0,104.2801,107.421,110.5619,106.5999,31.4634,44.4303,55.9561,2375553977.6184,2206219287.0,92.8571,0.0
2016-09-14,108.5658,113.03,108.6,112340318.0,103.9595,107.5405,111.1215,107.0923,45.4718,73.7636,65.2102,2423989645.1986,2318559605.0,85.7143,100.0
2016-09-15,112.2568,115.73,113.49,90613177.0,102.883,107.858,112.833,107.8997,69.7724,91.1231,71.6023,2501658082.6271,2409172782.0,78.5714,100.0
2016-09-16,111.6255,116.13,114.04,79886911.0,102.3117,108.15,113.9883,108.5683,85.839,92.6303,69.2582,2489044359.8377,2329285871.0,71.4286,100.0
2016-09-19,110.3239,116.18,113.25,47023046.0,102.0752,108.361,114.6468,109.0456,90.2298,86.936,64.5655,2452613535.8035,2282262825.0,64.2857,100.0
2016-09-20,110.3142,114.12,112.51,34514269.0,101.9299,108.614,115.2981,109.4765,85.1429,75.8625,64.5303,2463546627.2259,2247748556.0,57.1429,92.8571
2016-09-21,110.2947,113.989,112.441,36003185.0,101.8263,108.849,115.8717,109.8645,72.7267,55.3816,64.4548,2479129401.0954,2211745371.0,50.0,85.7143
2016-09-22,111.3341,114.94,114.0,31073984.0,101.7346,109.1785,116.6224,110.3174,60.8042,51.1684,66.7011,2489046630.0316,2242819355.0,42.8571,78.5714
2016-09-23,109.4788,114.79,111.55,52481151.0,101.8775,109.4355,116.9935,110.5452,48.0713,37.664,59.4757,2474144574.8093,2190338204.0,35.7143,71.4286
2016-09-26,109.644,113.39,111.55,29869442.0,102.1234,109.7325,117.3416,110.7676,43.2291,40.8549,59.8921,2487455956.5702,2220207646.0,28.5714,64.2857
2016-09-27,109.8479,113.18,112.34,24607412.0,102.4261,110.046,117.6659,110.9888,38.3635,36.5716,60.4331,2506790351.7131,2244815058.0,21.4286,57.1429
2016-09-28,110.6833,114.64,113.43,29641085.0,102.8801,110.4435,118.0069,111.2708,43.0818,51.8191,62.6543,2502625901.7544,2274456143.0,14.2857,50.0
2016-09-29,108.964,113.8,111.8,35886990.0,103.4218,110.7475,118.0732,111.3574,44.5378,45.2229,55.7209,2480375967.9544,2238569153.0,7.1429,42.8571
2016-09-30,109.8091,113.37,111.8,36379106.0,103.9152,111.0635,118.2118,111.5186,47.7678,46.2615,58.1711,2501925374.6932,2274948259.0,0.0,35.7143
2016-10-03,109.2943,113.05,112.28,21701760.0,104.298,111.303,118.308,111.614,40.8659,31.1134,56.1333,2493751984.5634,2253246499.0,0.0,28.5714
2016-10-04,109.7605,114.31,112.63,29736835.0,104.7292,111.568,118.4068,111.746,38.6971,38.7164,57.5826,2477113517.361,2282983334.0,0.0,21.4286
2016-10-05,109.8091,113.66,112.69,21453089.0,105.0995,111.8025,118.5055,111.8702,36.3218,39.1355,57.7392,2471584370.7115,2304436423.0,50.0,14.2857
2016-10-06,110.625,114.34,113.13,28779313.0,106.1212,112.221,118.3208,112.0625,45.3215,58.1126,60.3857,2478957583.133,2333215736.0,42.8571,7.1429
2016-10-07,110.7901,114.56,113.51,24358443.0,108.2775,112.7675,117.2575,112.2528,55.7665,70.0515,60.9191,2480117508.9901,2357574179.0,35.7143,0.0
2016-10-10,112.7231,116.75,114.72,36235956.0,110.0652,113.298,116.5308,112.6144,69.7617,81.1211,66.5902,2491363150.5074,2393810135.0,28.5714,100.0
2016-10-11,112.9659,118.69,116.2,64041043.0,111.2998,113.7155,116.1312,112.9654,74.9738,73.7489,67.2335,2432465966.3829,2457851178.0,21.4286,100.0
2016-10-12,113.9761,117.98,116.75,37586787.0,111.2745,113.994,116.7135,113.382,75.9451,72.9653,69.8355,2430938048.2122,2495437965.0,14.2857,92.8571
2016-10-13,113.6264,117.44,115.72,35192406.0,111.1213,114.0645,117.0077,113.7247,71.4463,67.6248,67.8276,2447306609.1424,2460245559.0,7.1429,85.7143
2016-10-14,114.2578,118.17,117.13,35652191.0,110.8856,114.2,117.5144,114.0966,70.8642,72.0025,69.531,2445935371.027,2495897750.0,0.0,78.5714
2016-10-17,114.1801,117.84,116.78,23624896.0,110.7936,114.3985,118.0034,114.4255,68.9763,67.3014,69.0464,2456633437.1402,2472272854.0,21.4286,71.4286
2016-10-18,114.1024,118.21,117.45,24553478.0,110.7735,114.5935,118.4135,114.7155,69.2343,68.399,68.5321,2433372247.456,2447719376.0,14.2857,64.2857
2016-10-19,113.7624,117.76,113.8,20034594.0,110.8319,114.772,118.7121,114.9445,68.2536,69.0602,66.2085,2446931013.0924,2427684782.0,7.1429,57.1429
2016-10-20,113.7041,117.38,116.33,24125801.0,110.8311,114.894,118.9569,115.146,70.2072,73.1625,65.7966,2456351563.959,2403558981.0,0.0,50.0
2016-10-21,113.2573,116.91,116.28,23192665.0,111.0905,115.0885,119.0865,115.2844,71.0407,70.8995,62.5824,2456719701.4987,2380366316.0,0.0,42.8571
2016-10-24,114.2772,117.74,117.0,23538673.0,111.3154,115.327,119.3386,115.5097,72.9892,74.9055,66.594,2474532751.3365,2403904989.0,0.0,35.7143
2016-10-25,114.86,118.36,117.31,48128970.0,111.5187,115.585,119.6513,115.7707,76.1996,82.7938,68.6615,2512577556.1937,2452033959.0,0.0,28.5714
2016-10-26,112.2763,115.7,113.31,66134219.0,111.6704,115.667,119.6636,115.7535,78.1262,76.6793,53.0002,2572624106.4991,2385899740.0,0.0,21.4286
2016-10-27,111.1981,115.86,114.1,34562045.0,112.0712,115.782,119.4928,115.6322,71.5915,55.3015,48.0726,2552986580.931,2351337695.0,92.8571,14.2857
2016-10-28,110.4599,115.21,113.45,37861662.0,112.1929,115.8155,119.4381,115.4501,52.4864,25.4785,44.9884,2526741565.2264,2313476033.0,85.7143,7.1429
2016-10-31,110.285,114.23,113.2,26419398.0,112.4058,115.8665,119.3272,115.2682,31.1352,12.6254,44.2641,2517764099.8866,2287056635.0,100.0,0.0
2016-11-01,108.2938,113.77,110.53,43825812.0,112.0305,115.791,119.5515,114.9084,16.3368,10.9064,36.9647,2499909139.4422,2243230823.0,100.0,64.2857
2016-11-02,108.3909,112.35,111.23,28331709.0,111.6997,115.718,119.7363,114.5923,12.787,14.8293,37.5061,2489790671.9422,2271562532.0,92.8571,57.1429
2016-11-03,107.2351,111.46,109.55,26932602.0,110.7983,115.515,120.2317,114.1388,13.3392,14.2819,32.2554,2470754539.6385,2244629930.0,100.0,50.0
2016-11-04,106.2684,110.25,108.11,30836997.0,109.7347,115.254,120.7733,113.6341,13.7884,12.2542,29.7338,2460955867.6946,2213792933.0,100.0,42.8571
2016-11-07,107.8013,110.51,109.46,32560000.0,109.0804,114.972,120.8636,113.3271,15.2355,19.1704,38.0102,2487313962.9327,2246352933.0,92.8571,35.7143
2016-11-08,108.436,111.72,109.7,24254179.0,108.6154,114.71,120.8046,113.1112,24.0459,40.7132,41.1032,2495718876.4475,2270607112.0,85.7143,28.5714
2016-11-09,108.2602,111.32,108.05,59176361.0,108.2001,114.387,120.5739,112.8987,40.7749,62.4411,40.5006,2538970100.5423,2211430751.0,100.0,21.4286
2016-11-10,105.2433,111.09,105.83,57134541.0,107.2348,113.9275,120.6202,112.4121,54.3808,59.988,31.8636,2524414913.2914,2154296210.0,100.0,14.2857
2016-11-11,105.8681,108.87,106.55,34143898.0,106.5938,113.4675,120.3412,112.0329,57.9798,51.5104,34.9575,2545607677.5672,2188440108.0,92.8571,7.1429
2016-11-14,103.2124,107.809,104.08,51175504.0,105.4898,112.8755,120.2612,111.4307,48.1388,32.9181,28.9425,2539171284.0633,2137264604.0,100.0,0.0
2016-11-15,104.5793,107.68,106.1593,32264510.0,104.8807,112.3575,119.8343,111.0192,40.0682,35.7762,35.1296,2547248550.4255,2169529114.0,92.8571,7.1429
2016-11-16,107.3913,110.23,106.6,58840522.0,104.7914,112.001,119.2106,110.9212,39.2863,49.1647,45.6194,2598308507.533,2228369636.0,85.7143,0.0
2016-11-17,107.3522,110.35,108.83,27632003.0,104.7756,111.6455,118.5154,110.8287,52.7335,73.2598,45.5093,2611397351.0593,2200737633.0,78.5714,0.0
2016-11-18,107.4596,110.54,109.66,28428917.0,104.81,111.3185,117.827,110.7555,70.8635,90.1661,45.8959,2608812904.0593,2229166550.0,71.4286,0.0
2016-11-21,109.0902,111.99,110.01,29264571.0,105.1893,111.0225,116.8557,110.8483,85.7787,93.9103,51.5196,2630391830.1502,2258431121.0,64.2857,0.0
2016-11-22,109.1585,112.42,111.4,25965534.0,105.8746,110.7,115.5254,110.9389,92.1874,92.4859,51.746,2624791420.8561,2284396655.0,57.1429,100.0
2016-11-23,108.602,111.51,110.33,27426394.0,106.1962,110.482,114.7678,110.9667,90.1032,83.9134,49.7102,2639201899.0595,2256970261.0,50.0,92.8571
2016-11-25,109.1487,111.87,110.95,11475922.0,106.418,110.3475,114.277,111.0451,84.7301,77.7911,51.7199,2648682008.5377,2268446183.0,42.8571,85.7143
2016-11-28,108.9339,112.465,111.39,27193983.0,106.5768,110.24,113.9032,111.0951,76.9649,69.19,50.86,2630594847.7517,2241252200.0,35.7143,100.0
2016-11-29,108.8265,112.03,110.07,28528750.0,106.7455,110.136,113.5265,111.1298,71.0776,66.2518,50.4087,2642530345.2007,2212723450.0,28.5714,92.8571
2016-11-30,107.9088,112.2,110.27,36162258.0,106.7485,110.0875,113.4265,111.0717,60.744,46.7902,46.6033,2615736547.8224,2176561192.0,21.4286,85.7143
2016-12-01,106.9031,110.94,109.03,37086862.0,106.7077,109.9825,113.2573,110.9211,47.7049,30.0728,42.7914,2596513514.6392,2139474330.0,14.2857,78.5714
2016-12-02,107.3034,110.09,108.85,26527997.0,106.7117,109.986,113.2603,110.8238,32.4239,20.4088,44.7294,2614911964.1714,2166002327.0,7.1429,71.4286
2016-12-05,106.5321,110.03,108.25,34324540.0,106.742,109.9995,113.257,110.6606,23.9616,21.4031,41.7917,2613754957.2051,2131677787.0,0.0,64.2857
2016-12-06,107.3522,110.36,109.19,26195462.0,106.7244,109.9765,113.2286,110.5929,24.3657,31.2853,45.8631,2621591206.5214,2157873249.0,0.0,57.1429
2016-12-07,108.4067,111.19,109.16,29998719.0,106.7249,109.975,113.2251,110.6346,35.2703,53.1226,50.6432,2646861063.413,2187871968.0,0.0,50.0
2016-12-08,109.4709,112.43,110.6,27068316.0,106.6748,110.037,113.3992,110.776,53.7115,76.7265,54.9652,2664758693.1179,2214940284.0,78.5714,42.8571
2016-12-09,111.2577,114.7,112.31,34402627.0,106.7426,110.345,113.9474,111.0783,73.8957,91.8379,61.1207,2677569713.2142,2249342911.0,71.4286,100.0
2016-12-12,110.6231,115.0,112.49,26374377.0,106.88,110.5885,114.297,111.2899,84.171,83.9487,58.0839,2668217842.4851,2222968534.0,64.2857,100.0
2016-12-13,112.4684,115.92,113.75,43733811.0,107.5512,111.0625,114.5738,111.6613,86.2026,82.8212,63.7273,2682527061.7524,2266702345.0,57.1429,100.0
2016-12-14,112.4684,116.2,114.98,34031834.0,108.0083,111.4665,114.9247,111.9974,82.4851,80.6853,63.7273,2660211105.0311,2266702345.0,50.0,100.0
2016-12-15,113.0835,116.73,115.23,46524544.0,107.8884,111.758,115.6276,112.3615,82.3441,83.5257,65.5218,2650285868.9777,2313226889.0,42.8571,100.0
2016-12-16,113.23,116.5,115.645,44351134.0,107.875,112.059,116.243,112.7051,81.7872,81.1505,65.9537,2639651971.352,2357578023.0,35.7143,92.8571
2016-12-19,113.8842,117.38,115.75,27779423.0,107.8635,112.388,116.9125,113.0799,81.6811,80.3672,67.8886,2642208359.9716,2385357446.0,28.5714,100.0
2016-12-20,114.1868,117.5,116.68,21424965.0,107.7221,112.649,117.5759,113.4485,80.4908,79.9548,68.7729,2634892518.2643,2406782411.0,21.4286,100.0
2016-12-21,114.2942,117.4,116.78,23783165.0,107.6447,112.912,118.1793,113.7924,79.9302,79.4686,69.0981,2632590921.6514,2430565576.0,14.2857,92.8571
2016-12-22,113.5424,116.51,115.64,26085854.0,107.7608,113.165,118.5692,114.0303,74.6675,64.5792,64.0685,2645483929.9502,2404479722.0,7.1429,85.7143
2016-12-23,113.767,116.52,115.59,14249484.0,107.8468,113.4015,118.9562,114.2674,66.2664,54.7514,64.8906,2659733413.9502,2418729206.0,0.0,78.5714
2016-12-27,114.4895,117.8,116.49,18296855.0,107.9556,113.686,119.4164,114.5524,57.4661,53.0676,67.4694,2662945838.8739,2437026061.0,7.1429,100.0
2016-12-28,114.0013,118.0166,116.2,20905892.0,108.167,113.951,119.735,114.7627,55.1033,57.4908,64.0464,2654929189.9874,2416120169.0,0.0,100.0
2016-12-29,113.972,117.1095,116.4,15039519.0,108.5817,114.2615,119.9413,114.95,55.8262,56.9202,63.8371,2653879921.22,2401080650.0,0.0,92.8571
2016-12-30,113.0835,117.2,115.43,30586265.0,109.3062,114.578,119.8498,115.0329,50.3895,36.7575,57.6804,2636772349.2708,2370494385.0,0.0,85.7143
2017-01-03,113.4057,116.33,114.76,28781865.0,110.0409,114.8905,119.7401,115.1393,42.8636,34.9132,59.2165,2658954550.9587,2399276250.0,0.0,78.5714
2017-01-04,113.2788,116.51,115.75,21118116.0,111.1601,115.236,119.3119,115.2232,34.607,32.1503,58.3184,2652841412.1166,2378158134.0,0.0,71.4286
2017-01-05,113.8549,116.8642,115.81,22193587.0,112.2586,115.569,118.8794,115.3552,39.8204,52.3976,61.1947,2664331888.1028,2400351721.0,85.7143,64.2857
2017-01-06,115.1241,118.16,116.47,31751900.0,113.1815,115.913,118.6445,115.5985,51.2001,69.0525,66.6549,2686689734.8483,2432103621.0,78.5714,100.0
2017-01-09,116.1786,119.43,117.94,33561948.0,113.8059,116.2565,118.7071,115.9215,69.2661,86.3483,70.3832,2700429861.2107,2465665569.0,71.4286,100.0
2017-01-10,116.2958,119.38,118.3,24462051.0,114.0038,116.5145,119.0252,116.2252,82.3035,91.5099,70.7742,2712660886.7107,2490127620.0,64.2857,92.8571
2017-01-11,116.9207,119.93,118.6,27588593.0,114.405,116.837,119.269,116.5609,90.1209,92.5045,72.8342,2732781890.628,2517716213.0,57.1429,100.0
2017-01-12,116.4325,119.3,118.21,27086220.0,114.5158,117.04,119.5642,116.817,91.0362,89.0941,68.7568,2757383136.3161,2490629993.0,50.0,92.8571
2017-01-13,116.2274,119.62,118.81,26111948.0,114.7148,117.2325,119.7502,117.0287,86.2278,77.0848,67.0588,2746100195.8223,2464518045.0,42.8571,85.7143
2017-01-17,117.1648,120.24,118.22,34439843.0,114.7402,117.4415,120.1428,117.3117,80.2597,74.6002,70.6296,2772356313.753,2498957888.0,35.7143,100.0
2017-01-18,117.155,120.5,119.71,23712961.0,114.8138,117.6425,120.4712,117.5668,75.1375,73.7277,70.5438,2765452540.2973,2475244927.0,28.5714,100.0
2017-01-19,116.95,120.09,119.37,25597291.0,114.8643,117.7995,120.7347,117.7776,75.4943,78.1552,68.658,2769007719.6028,2449647636.0,21.4286,92.8571
2017-01-20,117.1648,120.45,119.7346,32597892.0,114.8948,117.952,121.0092,117.9892,75.5563,74.7861,69.5756,2760596242.299,2482245528.0,14.2857,85.7143
2017-01-23,117.2429,120.81,119.77,22050218.0,114.9404,118.103,121.2656,118.1883,75.252,72.8146,69.9205,2751691346.5682,2504295746.0,7.1429,100.0
2017-01-24,117.1355,120.1,119.5,23211038.0,115.1396,118.287,121.4344,118.358,70.4837,63.8505,68.7662,2764844268.1015,2481084708.0,0.0,92.8571
2017-01-25,119.0003,122.1,120.28,32586673.0,115.1526,118.555,121.9574,118.6934,68.3798,68.4742,76.1335,2789552844.3323,2513671381.0,0.0,100.0
2017-01-26,119.0589,122.44,121.6,26337576.0,115.1402,118.789,122.4378,119.0026,68.1751,72.2004,76.3224,2784536163.1894,2540008957.0,0.0,100.0
2017-01-27,119.0687,122.35,121.6,20562944.0,115.2777,119.0485,122.8193,119.2833,75.588,86.0893,76.356,2783165300.2561,2560571901.0,0.0,92.8571
2017-01-30,118.7563,121.63,120.66,30377503.0,115.5203,119.2935,123.0667,119.5068,79.2939,79.5918,72.7965,2813542803.2561,2530194398.0,0.0,85.7143
2017-01-31,118.4829,121.39,120.62,49200993.0,116.0538,119.57,123.0862,119.6824,78.0403,68.4398,69.7332,2857632004.7756,2480993405.0,14.2857,78.5714
2017-02-01,125.708,130.49,127.01,111985040.0,115.1709,120.2,125.2291,120.546,72.0502,68.1189,86.2277,2857632004.7756,2592978445.0,7.1429,100.0
2017-02-02,125.4932,129.39,127.78,33710411.0,114.9851,120.8255,126.6659,121.3063,69.0807,70.6832,84.749,2855328808.993,2559268034.0,0.0,92.8571
2017-02-03,126.0302,129.19,128.16,24507301.0,114.92,121.449,127.978,122.0467,73.8482,82.7423,85.4221,2874601540.8473,2583775335.0,7.1429,85.7143
